date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:11:49	232619/232619	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:05:57%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/beach.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/beach.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:51	325808/325808	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:32%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/road.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/road.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:53	293884/293884	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:32%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/room.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/room.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:53	4976/4976	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:32%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/owl.video.play.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/owl.video.play.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:55	140823/140823	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:25%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/safariBig1.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/safariBig1.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:56	136557/136557	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:26%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/safariBig3.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/safariBig3.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:58	139224/139224	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:25%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/safariBig2.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/safariBig2.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:59	112747/112747	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:26%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/surface.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/surface.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:01	76188/76188	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:08%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/new_mac.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/new_mac.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:02	179416/179416	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:27%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/ubuntu_tablet.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/ubuntu_tablet.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:03	130116/130116	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:18%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port23.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port23.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:04	59741/59741	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:12%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port2.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port2.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:05	3926/3926	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:08%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/nokia.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/nokia.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:06	3382/3382	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:05%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/microsoft.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/microsoft.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:08	3260/3260	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:02%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/intel.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/intel.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:09	865/865	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/home-generic-3.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/home-generic-3.js	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:11	108895/108895	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:11%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/pixel1.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/pixel1.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:12	117427/117427	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:11%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/pixel3.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/pixel3.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:13	100671/100671	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:11%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/pixel2.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/pixel2.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:14	20204/20204	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:05:59%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar4.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar4.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:15	17563/17563	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:05:59%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar5.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar5.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:17	31433/31433	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:00%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar6.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar6.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:19	44423/44423	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:03%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/m1.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/m1.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:20	54640/54640	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:03%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/m2.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/m2.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:21	90280/90280	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:04%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/m3.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/m3.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:22	29453/29453	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:04%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/m4.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/m4.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:24	1099/1099	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/home-generic-5.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/home-generic-5.js	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:25	28404/28404	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:12%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port1.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port1.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:27	145961/145961	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:13%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port6.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port6.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:30	134422/134422	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:14%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port10.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port10.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:31	96306/96306	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:15%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port12.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port12.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:32	1049/1049	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/home-generic-6.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/home-generic-6.js	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:33	31692/31692	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:05:59%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar1.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar1.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:34	23722/23722	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:05:59%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar2.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar2.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:36	18793/18793	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:05:59%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar3.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar3.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:37	1362/1362	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/home-generic-7.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/home-generic-7.js	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:38	991/991	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:36%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/lead.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/lead.js	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:40	1063/1063	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:36%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/lead-full.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/lead-full.js	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:41	1738/1738	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/lead-cv-full.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/lead-cv-full.js	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:44	295283/295283	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:12%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/pixelPro.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/pixelPro.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:45	196137/196137	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:23%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/macbook.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/macbook.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:46	227493/227493	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:22%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/ipad.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/ipad.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:47	129528/129528	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:22%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/gear.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/gear.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:48	69773/69773	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:21%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/appleWatch.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/appleWatch.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:49	57840/57840	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:24%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/s7.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/s7.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:51	110838/110838	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:24%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/surfaceBook.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/surfaceBook.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:52	45654/45654	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:22%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/iphone7.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/iphone7.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:53	107894/107894	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:25%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/vr.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/vr.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:55	134401/134401	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:24%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/surface.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/surface.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:56	69846/69846	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:25%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/xboxController.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/xboxController.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:12:59	87297/87297	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:22%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/lumia.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/lumia.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:04	1612/1612	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:34%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/ecommerce.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/ecommerce.js	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:06	108519/108519	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:21%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/galaxyTab.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/products/galaxyTab.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:09	690/690	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/home-cv.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/home-cv.js	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:12	96402/96402	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:19%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post4.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post4.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:14	159892/159892	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:19%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post3.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post3.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:16	114738/114738	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:18%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post1.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post1.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:18	71170/71170	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:09%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p3.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p3.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:19	67015/67015	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:19%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post5.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post5.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:21	149476/149476	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:18%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post2.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/post2.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:21	59178/59178	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:09%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p2.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p2.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:23	72969/72969	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:10%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p5.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p5.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:24	50948/50948	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:10%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p4.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p4.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:27	63998/63998	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:09%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/office3.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/office3.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:28	50284/50284	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:08%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/office2.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/office2.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:29	72723/72723	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:09%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/office4.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/office4.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:31	58400/58400	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:08%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/office1.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/office1.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:32	14148/14148	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2004%20May%202017%2012:13:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/holder.js/100x100?theme=social	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/holder.js/100x100.f5ae14.delayed	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:34	245917/245917	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:17%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port20.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port20.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:36	329747/329747	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:15%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port13.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port13.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:37	108497/108497	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:16%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port16.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port16.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:38	88531/88531	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:09%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p1.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p1.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:40	148369/148369	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:26%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/team.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/team.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:13:41	108945/108945	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:10%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p6.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p6.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
