date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:10:00	383761/383761	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:03%20GMT	https://agmstudio.io/themes/material-style/1.2.1/component-icons-iconic.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/component-icons-iconic.html	(from )
08:10:01	148500/148500	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:04%20GMT	https://agmstudio.io/themes/material-style/1.2.1/component-icons-glyphicons.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/component-icons-glyphicons.html	(from )
08:10:02	103648/103648	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:06%20GMT	https://agmstudio.io/themes/material-style/1.2.1/component-charts-circle.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/component-charts-circle.html	(from )
08:10:03	93163/93163	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:07%20GMT	https://agmstudio.io/themes/material-style/1.2.1/component-charts-bar.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/component-charts-bar.html	(from )
08:10:04	91208/91208	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:08%20GMT	https://agmstudio.io/themes/material-style/1.2.1/component-charts-line.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/component-charts-line.html	(from )
08:10:06	90685/90685	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:09%20GMT	https://agmstudio.io/themes/material-style/1.2.1/component-charts-more.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/component-charts-more.html	(from )
08:10:07	103040/103040	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:10%20GMT	https://agmstudio.io/themes/material-style/1.2.1/blog-sidebar.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/blog-sidebar.html	(from )
08:10:08	97458/97458	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:11%20GMT	https://agmstudio.io/themes/material-style/1.2.1/blog-sidebar2.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/blog-sidebar2.html	(from )
08:10:10	104836/104836	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:13%20GMT	https://agmstudio.io/themes/material-style/1.2.1/blog-masonry.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/blog-masonry.html	(from )
08:10:11	104495/104495	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:14%20GMT	https://agmstudio.io/themes/material-style/1.2.1/blog-masonry2.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/blog-masonry2.html	(from )
08:10:12	88825/88825	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:16%20GMT	https://agmstudio.io/themes/material-style/1.2.1/blog-full.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/blog-full.html	(from )
08:10:14	88905/88905	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:17%20GMT	https://agmstudio.io/themes/material-style/1.2.1/blog-full2.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/blog-full2.html	(from )
08:10:15	93547/93547	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:18%20GMT	https://agmstudio.io/themes/material-style/1.2.1/blog-post.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/blog-post.html	(from )
08:10:17	79385/79385	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:20%20GMT	https://agmstudio.io/themes/material-style/1.2.1/blog-post2.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/blog-post2.html	(from )
08:10:19	119467/119467	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:22%20GMT	https://agmstudio.io/themes/material-style/1.2.1/portfolio-filters_sidebar.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/portfolio-filters_sidebar.html	(from )
08:10:21	119035/119035	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:24%20GMT	https://agmstudio.io/themes/material-style/1.2.1/portfolio-filters_topbar.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/portfolio-filters_topbar.html	(from )
08:10:22	119737/119737	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:25%20GMT	https://agmstudio.io/themes/material-style/1.2.1/portfolio-filters_sidebar_fluid.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/portfolio-filters_sidebar_fluid.html	(from )
08:10:23	119041/119041	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:26%20GMT	https://agmstudio.io/themes/material-style/1.2.1/portfolio-filters_topbar_fluid.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/portfolio-filters_topbar_fluid.html	(from )
08:10:24	128440/128440	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:28%20GMT	https://agmstudio.io/themes/material-style/1.2.1/portfolio-cards.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/portfolio-cards.html	(from )
08:10:25	124136/124136	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:29%20GMT	https://agmstudio.io/themes/material-style/1.2.1/portfolio-masonry.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/portfolio-masonry.html	(from )
08:10:26	80520/80520	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:30%20GMT	https://agmstudio.io/themes/material-style/1.2.1/portfolio-item.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/portfolio-item.html	(from )
08:10:28	78589/78589	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:31%20GMT	https://agmstudio.io/themes/material-style/1.2.1/portfolio-item2.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/portfolio-item2.html	(from )
08:10:29	95740/95740	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:32%20GMT	https://agmstudio.io/themes/material-style/1.2.1/ecommerce-filters.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/ecommerce-filters.html	(from )
08:10:30	95780/95780	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:33%20GMT	https://agmstudio.io/themes/material-style/1.2.1/ecommerce-filters-full.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/ecommerce-filters-full.html	(from )
08:10:31	96649/96649	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/ecommerce-filters-full2.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/ecommerce-filters-full2.html	(from )
08:10:32	84423/84423	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:36%20GMT	https://agmstudio.io/themes/material-style/1.2.1/ecommerce-item.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/ecommerce-item.html	(from )
08:10:34	80723/80723	---M--	200	added ('OK')	text/html	date:Thu,%2004%20May%202017%2012:10:37%20GMT	https://agmstudio.io/themes/material-style/1.2.1/ecommerce-cart.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/ecommerce-cart.html	(from )
08:10:35	8906/8906	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:05%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock-imac-material2.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock-imac-material2.png	(from )
08:10:37	120176/120176	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:01%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/hero1.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/hero1.png	(from )
08:10:38	255866/255866	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:02%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/hero3.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/hero3.png	(from )
08:10:40	208018/208018	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:02%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/hero2.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/hero2.png	(from )
08:10:41	101378/101378	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:06%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock.png	(from )
08:10:42	124581/124581	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:07%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock4.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock4.png	(from )
08:10:43	128001/128001	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:06%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock2.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock2.png	(from )
08:10:45	116684/116684	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:07%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock5.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock5.png	(from )
08:10:46	137855/137855	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:07%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock6.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock6.png	(from )
08:10:47	247160/247160	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:06:07%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock3.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/mock3.png	(from )
08:10:48	7134/7134	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:05:59%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/avatar.png	(from )
08:10:50	104966/104966	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:13%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port4.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port4.jpg	(from )
08:10:51	239156/239156	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:18%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port24.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port24.jpg	(from )
08:10:53	166446/166446	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:13%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port7.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port7.jpg	(from )
08:10:55	277092/277092	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:14%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port8.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port8.jpg	(from )
08:10:56	94897/94897	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:14%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port9.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port9.jpg	(from )
08:10:57	96760/96760	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:13%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port5.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port5.jpg	(from )
08:10:59	143321/143321	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:14%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port11.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port11.jpg	(from )
08:11:00	80670/80670	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:13%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port3.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port3.jpg	(from )
08:11:02	156980/156980	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:15%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port14.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/port14.jpg	(from )
08:11:04	14127/14127	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2004%20May%202017%2012:11:06%20GMT	https://agmstudio.io/themes/material-style/1.2.1/page-blog.html	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/page-blog.90.delayed	(from )
08:11:05	7866/7866	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:10%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p75.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/demo/p75.jpg	(from )
08:11:07	591720/591720	---MC-	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:36%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/plugins.min.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/plugins.min.js	(from )
08:11:08	13482/13482	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:33%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/app.min.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/app.min.js	(from )
08:11:09	2858/2858	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:34%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/configurator.min.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/configurator.min.js	(from )
08:11:10	29486/29486	---MC-	200	added ('OK')	text/javascript	date:Thu,%2027%20Apr%202017%2020:40:08%20GMT	https://www.google-analytics.com/analytics.js	D:/Plantilla-Material%20Style-Boostrap/material_style/www.google-analytics.com/analytics.js	(from )
08:11:11	234/234	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jan%202017%2022:06:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/js/index.js	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/js/index.js	(from )
08:11:12	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2026%20Jan%202017%2022:05:54%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.eot	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.eot	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:13	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2026%20Jan%202017%2022:05:54%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.eot?	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:15	18028/18028	---M--	200	added ('OK')	text/plain	date:Thu,%2026%20Jan%202017%2022:05:55%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.woff2	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.woff2	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:16	23424/23424	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2026%20Jan%202017%2022:05:55%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.woff	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.woff	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:17	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2026%20Jan%202017%2022:05:55%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.ttf	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.ttf	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:19	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Jan%202017%2022:05:55%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.svg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/glyphicons-halflings-regular.svg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:20	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2026%20Jan%202017%2022:05:53%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont3e6e.eot	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:22	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2026%20Jan%202017%2022:05:53%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont.eot?	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfontd41d.eot	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:22	77160/77160	---M--	200	added ('OK')	text/plain	date:Thu,%2026%20Jan%202017%2022:05:54%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:24	98024/98024	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2026%20Jan%202017%2022:05:54%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont3e6e.woff	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:25	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2026%20Jan%202017%2022:05:54%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:27	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Jan%202017%2022:05:53%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont.svg?v=4.7.0	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/fontawesome-webfont3e6e.svg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:28	38384/38384	---M--	200	added ('OK')	text/plain	date:Thu,%2026%20Jan%202017%2022:05:56%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:29	50312/50312	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2026%20Jan%202017%2022:05:56%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:30	99212/99212	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2026%20Jan%202017%2022:05:56%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:32	14147/14147	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2004%20May%202017%2012:11:35%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/css/owl.video.play.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/css/owl.video.play.a6.delayed	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:33	8545/8545	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:05:57%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/bg-slidebar.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/bg-slidebar.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:35	20298/20298	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202017%2022:05:58%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/black_wall.png	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/black_wall.png	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:37	202839/202839	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:05:57%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/back_mountain.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/back_mountain.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:38	228605/228605	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:33%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/skyline.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/skyline.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:39	189583/189583	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:33%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/skyline2.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/skyline2.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:41	267520/267520	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:05:57%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/backAirplane.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/backAirplane.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:42	205901/205901	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:33%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/team2.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/team2.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:43	40526/40526	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:32%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/mountain.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/mountain.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:45	232162/232162	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:05:58%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/coffee.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/coffee.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:47	208288/208288	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:31%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/meeting.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/meeting.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
08:11:48	186421/186421	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202017%2022:06:31%20GMT	https://agmstudio.io/themes/material-style/1.2.1/assets/img/keyboard.jpg	D:/Plantilla-Material%20Style-Boostrap/material_style/agmstudio.io/themes/material-style/1.2.1/assets/img/keyboard.jpg	(from https://agmstudio.io/themes/material-style/1.2.1/)
